-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2020 through 07/31/2020 
Location: Latitude  5.5516   Longitude -0.2686 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 27.76 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,RH2M,PRECTOTCORR,T2M
2020,5,31,0,100.9,2.71,221.5,3.58,92.38,1.17,25.69
2020,5,31,1,100.86,2.44,225.65,3.15,92.12,1.17,25.64
2020,5,31,2,100.85,2.1,229.07,2.62,91.5,1.16,25.65
2020,5,31,3,100.87,1.62,231.64,1.95,90.06,1.26,25.73
2020,5,31,4,100.92,1.01,244.23,1.18,88.38,1.52,25.83
2020,5,31,5,100.94,0.79,287.35,0.93,87.94,1.96,25.79
2020,5,31,6,100.96,1.29,308.88,1.6,88.69,2.14,25.87
2020,5,31,7,100.98,1.91,309.54,2.35,88.44,1.77,26.35
2020,5,31,8,101.0,1.89,308.96,2.21,85.5,1.33,26.88
2020,5,31,9,101.01,1.21,315.26,1.35,81.0,0.98,27.36
2020,5,31,10,101.0,0.28,329.86,0.33,76.94,0.85,27.94
2020,5,31,11,100.98,0.73,146.82,0.77,73.81,0.87,28.46
2020,5,31,12,100.94,1.6,153.94,1.73,73.25,0.89,28.71
2020,5,31,13,100.9,2.24,157.27,2.48,74.25,0.81,28.69
2020,5,31,14,100.87,2.62,157.34,2.94,76.0,0.64,28.44
2020,5,31,15,100.84,2.81,159.15,3.19,77.94,0.45,28.12
2020,5,31,16,100.85,2.88,163.93,3.34,80.5,0.24,27.71
2020,5,31,17,100.88,2.72,169.59,3.44,84.31,0.14,27.19
2020,5,31,18,100.95,2.6,175.35,3.6,87.62,0.09,26.6
2020,5,31,19,101.01,2.64,182.37,3.67,88.44,0.05,26.45
2020,5,31,20,101.07,2.66,190.82,3.65,88.69,0.03,26.38
2020,5,31,21,101.1,2.67,200.18,3.62,88.88,0.06,26.31
2020,5,31,22,101.12,2.72,210.03,3.64,89.06,0.07,26.23
2020,5,31,23,101.1,2.79,219.31,3.76,89.5,0.12,26.14
2020,6,1,0,101.04,2.9,229.15,3.93,90.06,0.19,26.05
2020,6,1,1,101.0,3.0,238.83,4.03,90.5,0.27,25.97
2020,6,1,2,100.97,2.98,247.33,3.97,90.94,0.45,25.84
2020,6,1,3,100.98,2.94,253.93,3.91,91.0,0.49,25.72
2020,6,1,4,101.0,2.99,257.45,3.98,91.12,0.61,25.61
2020,6,1,5,101.03,3.06,258.98,4.07,91.19,0.58,25.52
2020,6,1,6,101.07,3.15,260.44,4.0,90.56,0.58,25.87
2020,6,1,7,101.12,3.37,260.52,3.93,89.0,0.7,26.37
2020,6,1,8,101.16,3.5,258.54,4.04,85.75,0.61,26.97
2020,6,1,9,101.16,3.37,254.38,3.85,81.62,0.63,27.56
2020,6,1,10,101.13,3.1,248.23,3.5,78.44,0.55,28.05
2020,6,1,11,101.09,2.93,238.3,3.28,76.44,0.51,28.4
2020,6,1,12,101.03,3.0,227.21,3.36,75.75,0.54,28.59
2020,6,1,13,100.97,3.28,217.64,3.66,76.5,0.53,28.49
2020,6,1,14,100.93,3.66,211.22,4.12,78.88,0.58,28.1
2020,6,1,15,100.91,4.06,206.91,4.66,82.31,0.38,27.61
2020,6,1,16,100.92,4.4,203.65,5.24,85.38,0.29,27.16
2020,6,1,17,100.97,4.64,200.91,5.71,87.75,0.24,26.71
2020,6,1,18,101.02,4.7,200.51,6.03,89.69,0.22,26.27
2020,6,1,19,101.07,4.72,202.66,6.06,90.19,0.24,26.12
2020,6,1,20,101.11,4.62,205.78,5.96,90.38,0.22,26.05
2020,6,1,21,101.15,4.38,209.17,5.7,90.38,0.21,26.0
2020,6,1,22,101.14,4.13,214.29,5.43,90.44,0.21,25.91
2020,6,1,23,101.09,3.98,221.5,5.25,90.5,0.37,25.86
2020,6,2,0,101.01,3.9,228.49,5.11,90.69,0.34,25.8
2020,6,2,1,100.95,3.71,232.62,4.86,90.69,0.34,25.74
2020,6,2,2,100.93,3.46,233.62,4.6,90.56,0.47,25.7
2020,6,2,3,100.95,3.29,233.7,4.38,90.5,0.54,25.67
2020,6,2,4,100.97,3.19,231.95,4.28,90.5,0.71,25.64
2020,6,2,5,101.0,3.16,229.81,4.25,90.56,0.91,25.6
2020,6,2,6,101.03,3.11,230.4,4.07,90.19,0.87,25.75
2020,6,2,7,101.1,3.03,232.86,3.56,89.12,0.85,26.05
2020,6,2,8,101.15,2.98,237.44,3.48,87.25,0.98,26.41
2020,6,2,9,101.16,3.09,241.49,3.59,84.44,0.98,26.76
2020,6,2,10,101.12,3.29,241.0,3.8,82.38,1.06,27.03
2020,6,2,11,101.08,3.42,238.92,3.95,80.62,0.93,27.32
2020,6,2,12,101.01,3.38,233.0,3.89,79.31,0.9,27.58
2020,6,2,13,100.96,3.19,226.19,3.67,78.56,1.1,27.75
2020,6,2,14,100.91,3.04,220.52,3.49,79.06,1.3,27.68
2020,6,2,15,100.89,2.98,214.73,3.43,81.12,1.37,27.42
2020,6,2,16,100.88,2.86,211.82,3.5,84.12,1.1,27.09
2020,6,2,17,100.91,2.72,212.23,3.49,86.31,0.81,26.71
2020,6,2,18,100.94,2.51,212.4,3.38,87.88,0.47,26.33
2020,6,2,19,100.98,2.49,213.99,3.33,87.94,0.2,26.23
2020,6,2,20,101.02,2.55,218.17,3.41,88.0,0.07,26.17
2020,6,2,21,101.05,2.67,224.76,3.59,88.31,0.03,26.09
2020,6,2,22,101.05,2.82,232.08,3.82,88.88,0.02,26.0
2020,6,2,23,101.01,2.93,239.4,4.0,89.56,0.02,25.88
2020,6,3,0,100.94,2.98,246.53,4.04,90.31,0.02,25.73
2020,6,3,1,100.88,2.91,252.34,3.92,91.19,0.04,25.55
2020,6,3,2,100.84,2.8,258.09,3.75,91.69,0.05,25.4
2020,6,3,3,100.83,2.61,266.22,3.45,91.94,0.05,25.29
2020,6,3,4,100.86,2.4,275.97,3.15,91.94,0.07,25.2
2020,6,3,5,100.89,2.27,284.56,2.96,92.0,0.12,25.11
2020,6,3,6,100.94,2.14,291.14,2.76,91.38,0.22,25.39
2020,6,3,7,101.01,2.03,293.31,2.3,89.94,0.34,25.82
2020,6,3,8,101.06,1.61,284.31,1.78,86.0,0.34,26.51
2020,6,3,9,101.07,1.24,262.02,1.34,79.94,0.39,27.37
2020,6,3,10,101.05,1.21,225.78,1.32,76.56,0.53,28.03
2020,6,3,11,100.99,1.56,204.52,1.78,76.69,0.69,28.35
2020,6,3,12,100.92,2.04,197.39,2.37,77.38,0.86,28.48
2020,6,3,13,100.84,2.43,195.69,2.84,78.25,1.09,28.4
2020,6,3,14,100.79,2.71,195.56,3.16,79.31,1.09,28.22
2020,6,3,15,100.75,2.99,198.77,3.44,80.62,0.97,27.92
2020,6,3,16,100.77,3.16,202.57,3.71,83.5,0.87,27.48
2020,6,3,17,100.79,3.09,205.66,3.89,86.88,0.8,27.02
2020,6,3,18,100.85,2.89,208.99,3.9,89.44,0.78,26.62
2020,6,3,19,100.9,2.89,211.97,3.94,90.12,0.69,26.51
2020,6,3,20,100.95,2.89,215.2,3.94,90.69,0.62,26.44
2020,6,3,21,100.97,2.93,217.85,4.0,91.19,0.58,26.38
2020,6,3,22,100.97,3.02,220.7,4.12,91.75,0.55,26.3
2020,6,3,23,100.94,3.16,223.5,4.29,92.19,0.6,26.23
2020,6,4,0,100.88,3.27,227.04,4.43,92.5,0.67,26.17
2020,6,4,1,100.82,3.25,229.68,4.38,92.75,0.69,26.1
2020,6,4,2,100.79,3.2,232.15,4.3,92.81,0.96,26.06
2020,6,4,3,100.79,3.08,234.9,4.13,92.75,0.98,26.02
2020,6,4,4,100.82,3.01,236.97,4.03,92.75,1.25,26.01
2020,6,4,5,100.86,2.98,237.44,3.99,92.75,1.73,25.99
2020,6,4,6,100.92,2.92,236.14,3.95,92.44,1.64,26.21
2020,6,4,7,100.99,3.03,233.07,3.66,91.69,1.69,26.6
2020,6,4,8,101.05,3.14,226.41,3.77,90.75,1.73,26.94
2020,6,4,9,101.07,3.45,220.04,4.13,88.94,1.58,27.27
2020,6,4,10,101.05,3.68,216.8,4.39,87.44,1.55,27.5
2020,6,4,11,101.01,3.67,215.04,4.38,86.88,2.07,27.6
2020,6,4,12,100.96,3.53,212.25,4.22,86.75,3.52,27.61
2020,6,4,13,100.9,3.3,209.78,3.94,87.0,6.14,27.55
2020,6,4,14,100.86,3.12,209.26,3.7,87.69,8.93,27.46
2020,6,4,15,100.84,3.09,209.74,3.67,88.94,8.02,27.3
2020,6,4,16,100.85,3.06,211.09,3.74,90.56,5.73,27.09
2020,6,4,17,100.86,3.11,219.6,4.08,91.88,3.91,26.83
2020,6,4,18,100.85,3.57,229.79,4.84,92.81,2.43,26.51
2020,6,4,19,100.86,3.72,233.37,5.05,93.06,1.73,26.4
2020,6,4,20,100.95,3.21,229.14,4.38,93.06,1.33,26.31
2020,6,4,21,101.02,2.98,223.51,4.01,92.94,1.27,26.23
2020,6,4,22,101.03,2.97,221.37,3.99,92.88,1.33,26.15
2020,6,4,23,101.01,2.95,220.91,3.97,92.81,1.53,26.08
2020,6,5,0,100.95,2.9,220.3,3.91,92.81,0.29,25.97
2020,6,5,1,100.89,2.85,218.54,3.81,92.75,0.37,25.88
2020,6,5,2,100.85,2.76,218.46,3.66,92.62,0.34,25.81
2020,6,5,3,100.85,2.63,219.33,3.46,92.5,0.34,25.75
2020,6,5,4,100.88,2.39,219.3,3.13,92.31,0.36,25.69
2020,6,5,5,100.93,2.11,217.46,2.66,92.0,0.34,25.68
2020,6,5,6,101.0,1.74,212.69,2.17,91.44,0.37,25.94
2020,6,5,7,101.09,1.53,205.12,1.87,90.0,0.36,26.49
2020,6,5,8,101.14,1.55,200.08,1.78,87.75,0.31,26.8
2020,6,5,9,101.16,1.62,194.24,1.83,84.44,0.3,27.27
2020,6,5,10,101.13,1.73,189.63,1.92,81.94,0.29,27.69
2020,6,5,11,101.08,1.89,188.57,2.11,80.44,0.28,28.0
2020,6,5,12,101.02,2.08,186.67,2.34,80.12,0.28,28.07
2020,6,5,13,100.95,2.29,183.9,2.57,80.38,0.3,27.99
2020,6,5,14,100.9,2.52,180.89,2.83,81.31,0.34,27.78
2020,6,5,15,100.89,2.81,182.39,3.22,83.25,0.36,27.48
2020,6,5,16,100.9,3.0,185.23,3.62,86.31,0.37,27.1
2020,6,5,17,100.93,3.04,187.82,3.87,88.81,0.44,26.7
2020,6,5,18,100.97,3.0,189.61,4.02,90.81,0.4,26.33
2020,6,5,19,101.0,3.05,192.29,4.13,91.25,0.38,26.21
2020,6,5,20,101.04,3.02,195.44,4.09,91.44,0.3,26.14
2020,6,5,21,101.06,2.94,198.58,3.97,91.44,0.23,26.08
2020,6,5,22,101.05,2.84,201.27,3.8,91.56,0.2,26.0
2020,6,5,23,101.01,2.74,203.5,3.66,91.62,0.22,25.94
2020,6,6,0,100.96,2.67,208.06,3.56,91.44,0.24,25.9
2020,6,6,1,100.92,2.62,215.06,3.51,91.31,0.26,25.86
2020,6,6,2,100.92,2.45,224.23,3.29,91.19,0.25,25.84
2020,6,6,3,100.95,2.22,234.58,2.95,91.06,0.28,25.81
2020,6,6,4,101.0,2.14,246.06,2.82,90.94,0.24,25.76
2020,6,6,5,101.04,2.26,253.32,3.0,91.19,0.26,25.67
2020,6,6,6,101.08,2.43,256.63,3.2,91.12,0.26,25.94
2020,6,6,7,101.13,2.69,255.56,3.16,90.19,0.28,26.35
2020,6,6,8,101.17,2.9,249.66,3.38,87.94,0.3,26.83
2020,6,6,9,101.18,3.02,243.7,3.52,84.19,0.29,27.43
2020,6,6,10,101.17,2.95,237.53,3.44,81.56,0.28,27.94
2020,6,6,11,101.13,2.81,228.95,3.37,80.69,0.29,28.25
2020,6,6,12,101.06,2.74,218.63,3.37,80.62,0.3,28.34
2020,6,6,13,101.0,2.83,208.33,3.49,80.94,0.28,28.3
2020,6,6,14,100.95,3.08,198.2,3.7,81.75,0.31,28.11
2020,6,6,15,100.94,3.42,194.0,4.02,84.12,0.35,27.7
2020,6,6,16,100.94,3.6,195.6,4.42,87.69,0.36,27.2
2020,6,6,17,100.95,3.77,199.0,4.82,90.38,0.37,26.77
2020,6,6,18,100.99,3.76,200.05,4.95,92.06,0.34,26.44
2020,6,6,19,101.05,3.68,201.06,4.84,92.62,0.32,26.3
2020,6,6,20,101.1,3.42,204.11,4.55,92.75,0.32,26.22
2020,6,6,21,101.14,3.18,210.84,4.26,92.88,0.38,26.11
2020,6,6,22,101.15,2.92,221.2,3.9,92.94,0.38,26.0
2020,6,6,23,101.12,2.77,235.23,3.67,93.19,0.36,25.85
2020,6,7,0,101.07,2.77,248.8,3.65,93.38,0.36,25.7
2020,6,7,1,101.03,2.79,258.06,3.7,93.56,0.33,25.57
2020,6,7,2,101.01,2.87,259.33,3.82,93.69,0.27,25.45
2020,6,7,3,101.02,2.92,256.52,3.91,93.5,0.18,25.37
2020,6,7,4,101.06,2.85,252.26,3.81,92.56,0.14,25.32
2020,6,7,5,101.12,2.66,247.73,3.55,90.81,0.15,25.27
2020,6,7,6,101.17,2.36,244.54,3.21,89.38,0.17,25.42
2020,6,7,7,101.23,2.09,244.49,2.55,87.69,0.15,25.78
2020,6,7,8,101.27,1.69,247.71,2.02,83.81,0.08,26.22
2020,6,7,9,101.27,1.4,245.29,1.62,76.06,0.04,26.73
2020,6,7,10,101.23,1.4,235.69,1.58,73.25,0.03,27.12
2020,6,7,11,101.16,1.71,227.59,1.91,71.81,0.04,27.58
2020,6,7,12,101.08,2.25,223.17,2.51,72.06,0.06,27.9
2020,6,7,13,101.01,2.9,223.47,3.27,72.94,0.07,28.04
2020,6,7,14,100.95,3.44,225.18,3.94,74.38,0.08,28.01
2020,6,7,15,100.92,3.76,225.34,4.33,76.12,0.1,27.82
2020,6,7,16,100.93,3.82,224.92,4.45,78.94,0.15,27.44
2020,6,7,17,100.96,3.72,225.77,4.6,82.88,0.24,26.87
2020,6,7,18,101.02,3.58,228.27,4.73,86.19,0.4,26.2
2020,6,7,19,101.08,3.55,232.78,4.7,87.12,0.62,25.93
2020,6,7,20,101.13,3.48,238.49,4.59,87.81,0.81,25.75
2020,6,7,21,101.14,3.52,244.51,4.65,88.62,0.92,25.58
2020,6,7,22,101.12,3.56,249.69,4.71,89.5,0.84,25.44
2020,6,7,23,101.06,3.52,255.22,4.66,90.19,0.63,25.31
2020,6,8,0,101.0,3.42,261.46,4.52,90.75,0.41,25.17
2020,6,8,1,100.94,3.27,267.12,4.32,91.12,0.23,25.08
2020,6,8,2,100.9,3.12,271.01,4.11,91.25,0.16,25.01
2020,6,8,3,100.89,2.99,273.89,3.95,91.31,0.15,24.94
2020,6,8,4,100.91,2.9,276.19,3.86,91.25,0.14,24.88
2020,6,8,5,100.93,2.85,277.57,3.8,91.31,0.15,24.81
2020,6,8,6,100.96,2.91,278.5,3.67,91.0,0.22,25.11
2020,6,8,7,101.02,2.89,277.45,3.35,90.19,0.25,25.52
2020,6,8,8,101.06,2.96,272.58,3.41,88.25,0.2,26.12
2020,6,8,9,101.06,3.06,266.78,3.51,84.69,0.09,26.85
2020,6,8,10,101.04,3.11,259.0,3.57,81.75,0.05,27.48
2020,6,8,11,100.99,3.24,249.69,3.72,80.0,0.04,27.87
2020,6,8,12,100.92,3.52,240.59,4.06,79.44,0.03,28.06
2020,6,8,13,100.84,3.84,233.95,4.47,79.38,0.02,28.12
2020,6,8,14,100.77,4.18,229.17,4.88,79.75,0.02,28.11
2020,6,8,15,100.74,4.51,223.18,5.28,81.0,0.02,27.92
2020,6,8,16,100.75,4.74,217.3,5.66,83.56,0.01,27.55
2020,6,8,17,100.78,4.81,214.54,5.99,86.62,0.01,27.07
2020,6,8,18,100.84,4.8,214.65,6.27,88.75,0.01,26.59
2020,6,8,19,100.9,4.92,216.34,6.45,89.06,0.01,26.44
2020,6,8,20,100.97,4.85,218.72,6.4,88.81,0.01,26.37
2020,6,8,21,101.02,4.78,222.68,6.33,88.62,0.01,26.27
2020,6,8,22,101.04,4.69,226.76,6.21,88.56,0.01,26.15
2020,6,8,23,101.02,4.57,230.41,6.07,88.69,0.02,26.0
2020,6,9,0,100.97,4.48,233.09,5.93,89.12,0.05,25.83
2020,6,9,1,100.93,4.34,234.45,5.76,89.75,0.1,25.67
2020,6,9,2,100.9,4.21,235.51,5.57,90.44,0.17,25.53
2020,6,9,3,100.91,4.14,237.48,5.56,90.62,0.21,25.45
2020,6,9,4,100.93,3.94,239.37,5.22,90.81,0.21,25.38
2020,6,9,5,100.98,3.65,241.73,4.8,91.25,0.18,25.3
2020,6,9,6,101.04,3.51,244.01,4.47,90.81,0.2,25.59
2020,6,9,7,101.1,3.39,245.62,3.99,89.81,0.25,25.94
2020,6,9,8,101.15,3.29,245.57,3.87,88.88,0.46,26.23
2020,6,9,9,101.15,3.1,243.69,3.62,87.44,0.86,26.51
2020,6,9,10,101.12,3.05,239.69,3.55,86.06,1.21,26.7
2020,6,9,11,101.07,3.27,233.27,3.79,85.44,1.21,26.81
2020,6,9,12,101.0,3.6,227.02,4.2,85.5,1.06,26.83
2020,6,9,13,100.95,4.01,223.97,4.69,85.88,0.93,26.8
2020,6,9,14,100.89,4.34,224.78,5.1,86.81,0.92,26.69
2020,6,9,15,100.85,4.17,226.97,4.93,87.75,0.91,26.62
2020,6,9,16,100.86,3.5,226.63,4.24,88.88,0.81,26.54
2020,6,9,17,100.91,2.7,225.59,3.4,90.31,0.73,26.32
2020,6,9,18,100.97,2.25,226.27,2.7,90.12,0.67,26.05
2020,6,9,19,101.03,2.01,229.88,2.36,89.56,0.59,26.0
2020,6,9,20,101.09,2.0,241.03,2.38,89.56,0.52,25.89
2020,6,9,21,101.12,2.23,254.36,2.71,90.06,0.49,25.75
2020,6,9,22,101.1,2.6,264.82,3.32,91.06,0.4,25.58
2020,6,9,23,101.03,2.97,267.44,3.87,91.88,0.27,25.43
2020,6,10,0,100.93,3.05,263.24,4.0,92.31,0.2,25.26
2020,6,10,1,100.83,2.94,254.45,3.9,92.0,0.12,25.18
2020,6,10,2,100.78,2.8,243.51,3.72,91.69,0.07,25.12
2020,6,10,3,100.78,2.83,228.58,3.77,91.5,0.05,25.09
2020,6,10,4,100.82,3.08,216.43,4.1,91.44,0.04,25.13
2020,6,10,5,100.89,3.28,209.86,4.34,91.19,0.05,25.23
2020,6,10,6,100.97,3.33,205.6,4.34,90.5,0.07,25.66
2020,6,10,7,101.07,3.48,202.83,4.09,89.25,0.12,26.19
2020,6,10,8,101.13,3.61,199.61,4.21,87.06,0.16,26.67
2020,6,10,9,101.16,3.62,199.02,4.21,83.56,0.24,27.14
2020,6,10,10,101.14,3.51,200.05,4.04,80.94,0.29,27.54
2020,6,10,11,101.1,3.44,202.26,3.93,79.56,0.34,27.78
2020,6,10,12,101.05,3.37,205.08,3.84,79.19,0.43,27.87
2020,6,10,13,100.99,3.25,207.98,3.69,79.38,0.54,27.83
2020,6,10,14,100.96,3.14,210.13,3.57,80.06,0.55,27.72
2020,6,10,15,100.96,3.14,208.22,3.58,81.88,0.52,27.44
2020,6,10,16,100.98,3.17,204.42,3.67,84.94,0.46,27.01
2020,6,10,17,101.01,3.05,201.77,3.79,88.56,0.42,26.51
2020,6,10,18,101.06,3.05,202.56,4.06,91.19,0.42,26.0
2020,6,10,19,101.12,3.2,202.81,4.28,91.94,0.4,25.82
2020,6,10,20,101.17,3.25,203.36,4.35,92.31,0.38,25.72
2020,6,10,21,101.21,3.24,205.27,4.31,92.81,0.45,25.59
2020,6,10,22,101.21,3.17,207.89,4.21,92.88,0.48,25.5
2020,6,10,23,101.17,3.04,209.07,4.04,92.62,0.46,25.41
2020,6,11,0,101.11,2.88,205.18,3.85,92.31,0.45,25.33
2020,6,11,1,101.05,2.84,196.64,3.78,92.19,0.43,25.23
2020,6,11,2,101.01,2.94,185.63,3.9,92.12,0.5,25.14
2020,6,11,3,101.02,3.01,179.4,3.95,92.19,0.54,25.05
2020,6,11,4,101.05,2.98,181.2,3.9,92.0,0.64,24.98
2020,6,11,5,101.09,2.92,189.69,3.87,91.62,0.78,24.92
2020,6,11,6,101.16,2.88,200.45,3.9,90.94,1.04,25.08
2020,6,11,7,101.23,3.03,208.61,3.71,89.88,1.31,25.37
2020,6,11,8,101.28,3.13,212.34,3.72,88.31,1.74,25.54
2020,6,11,9,101.29,3.33,212.46,3.89,85.25,2.09,25.74
2020,6,11,10,101.24,3.54,211.38,4.09,82.94,1.97,25.96
2020,6,11,11,101.18,3.76,209.76,4.32,81.38,1.53,26.16
2020,6,11,12,101.12,3.96,207.53,4.54,80.69,1.03,26.26
2020,6,11,13,101.06,4.14,205.26,4.76,80.69,0.55,26.25
2020,6,11,14,101.01,4.26,204.36,4.94,81.62,0.24,26.1
2020,6,11,15,100.97,4.35,205.55,5.1,82.81,0.09,25.91
2020,6,11,16,100.96,4.29,209.32,5.15,84.38,0.04,25.76
2020,6,11,17,100.96,3.91,214.17,4.95,86.56,0.03,25.54
2020,6,11,18,100.99,3.55,218.38,4.56,88.38,0.01,25.21
2020,6,11,19,101.02,3.26,222.67,4.21,89.0,0.01,25.13
2020,6,11,20,101.07,3.06,226.97,3.94,89.31,0.01,25.07
2020,6,11,21,101.09,2.99,229.14,3.89,89.81,0.01,25.0
2020,6,11,22,101.09,2.99,229.87,3.92,90.38,0.01,24.96
2020,6,11,23,101.04,3.02,230.25,4.02,90.75,0.02,24.95
2020,6,12,0,100.97,3.08,230.05,4.1,90.94,0.02,24.94
2020,6,12,1,100.91,3.1,229.9,4.06,91.0,0.03,24.93
2020,6,12,2,100.87,3.12,230.29,4.03,91.38,0.04,24.9
2020,6,12,3,100.86,3.13,232.19,4.02,91.69,0.04,24.87
2020,6,12,4,100.89,3.12,235.51,4.0,91.69,0.05,24.86
2020,6,12,5,100.92,3.11,237.19,4.01,91.62,0.06,24.86
2020,6,12,6,100.96,3.1,238.59,3.92,90.62,0.08,25.33
2020,6,12,7,101.02,3.22,237.2,3.75,88.5,0.09,25.94
2020,6,12,8,101.06,3.4,231.63,3.97,85.0,0.09,26.62
2020,6,12,9,101.08,3.37,229.33,3.89,81.81,0.1,27.19
2020,6,12,10,101.07,3.18,228.68,3.65,79.44,0.11,27.69
2020,6,12,11,101.01,2.94,226.94,3.33,77.62,0.13,28.05
2020,6,12,12,100.94,2.72,225.58,3.09,76.81,0.17,28.25
2020,6,12,13,100.87,2.56,223.89,2.97,77.31,0.2,28.29
2020,6,12,14,100.81,2.51,221.09,2.92,78.0,0.23,28.19
2020,6,12,15,100.78,2.69,212.45,3.11,79.06,0.24,27.98
2020,6,12,16,100.78,3.09,203.07,3.66,81.94,0.24,27.59
2020,6,12,17,100.81,3.45,200.12,4.24,84.88,0.26,27.03
2020,6,12,18,100.86,3.56,198.43,4.68,88.0,0.29,26.5
2020,6,12,19,100.93,3.68,197.17,4.89,88.81,0.31,26.31
2020,6,12,20,100.99,3.73,196.16,4.99,89.31,0.32,26.2
2020,6,12,21,101.02,3.72,193.36,4.98,89.62,0.34,26.1
2020,6,12,22,101.01,3.67,190.04,4.92,89.88,0.33,26.01
2020,6,12,23,100.97,3.62,186.82,4.84,90.19,0.28,25.88
2020,6,13,0,100.91,3.57,182.89,4.77,90.31,0.29,25.78
2020,6,13,1,100.84,3.49,177.69,4.65,90.69,0.27,25.65
2020,6,13,2,100.81,3.4,171.55,4.53,91.0,0.28,25.53
2020,6,13,3,100.81,3.3,165.9,4.42,91.44,0.27,25.4
2020,6,13,4,100.84,3.17,160.58,4.22,91.81,0.29,25.3
2020,6,13,5,100.88,3.02,155.03,4.02,92.0,0.3,25.21
2020,6,13,6,100.92,2.91,149.99,3.83,91.88,0.24,25.35
2020,6,13,7,100.98,2.96,147.82,3.48,90.88,0.23,25.64
2020,6,13,8,101.02,2.99,148.34,3.46,89.06,0.24,25.89
2020,6,13,9,101.05,2.98,148.73,3.39,86.25,0.21,26.17
2020,6,13,10,101.02,2.69,151.95,3.0,83.69,0.25,26.41
2020,6,13,11,100.97,2.53,157.31,2.8,81.62,0.3,26.65
2020,6,13,12,100.91,2.54,156.66,2.81,80.44,0.35,26.83
2020,6,13,13,100.85,2.58,155.69,2.86,79.94,0.38,26.92
2020,6,13,14,100.81,2.58,159.42,2.88,80.12,0.34,26.9
2020,6,13,15,100.78,2.47,166.49,2.79,81.06,0.29,26.76
2020,6,13,16,100.8,2.39,170.23,2.76,83.06,0.26,26.53
2020,6,13,17,100.83,2.37,168.58,2.95,86.19,0.25,26.19
2020,6,13,18,100.9,2.43,165.65,3.27,88.75,0.2,25.72
2020,6,13,19,100.96,2.6,165.55,3.54,89.25,0.23,25.55
2020,6,13,20,101.01,2.73,168.47,3.74,89.38,0.22,25.49
2020,6,13,21,101.04,2.9,176.29,3.95,89.81,0.21,25.43
2020,6,13,22,101.06,3.03,186.81,4.12,90.06,0.22,25.38
2020,6,13,23,101.05,3.08,196.64,4.16,90.25,0.23,25.33
2020,6,14,0,101.0,3.05,205.51,4.08,90.56,0.27,25.23
2020,6,14,1,100.96,2.98,212.56,3.94,91.0,0.32,25.13
2020,6,14,2,100.95,2.87,217.93,3.79,91.44,0.38,25.03
2020,6,14,3,100.94,2.81,221.5,3.68,91.56,0.49,24.99
2020,6,14,4,100.97,2.79,224.43,3.66,91.62,0.69,24.98
2020,6,14,5,101.02,2.82,227.81,3.71,91.56,0.76,25.0
2020,6,14,6,101.06,2.89,230.59,3.7,91.19,0.94,25.37
2020,6,14,7,101.11,3.0,231.55,3.51,90.44,1.02,25.8
2020,6,14,8,101.15,3.16,229.11,3.65,88.62,0.87,26.26
2020,6,14,9,101.15,3.4,226.96,3.93,85.5,0.6,26.8
2020,6,14,10,101.12,3.67,224.22,4.25,83.19,0.34,27.22
2020,6,14,11,101.05,3.99,221.59,4.65,82.75,0.25,27.37
2020,6,14,12,100.98,4.19,217.13,4.92,83.31,0.36,27.32
2020,6,14,13,100.93,4.28,212.09,5.04,84.19,0.44,27.21
2020,6,14,14,100.89,4.27,206.14,5.07,85.44,0.47,27.04
2020,6,14,15,100.88,4.31,201.26,5.13,86.94,0.43,26.84
2020,6,14,16,100.9,4.22,198.43,5.09,88.56,0.35,26.58
2020,6,14,17,100.94,3.93,198.29,4.98,90.06,0.27,26.3
2020,6,14,18,100.99,3.72,200.03,4.96,90.81,0.22,26.01
2020,6,14,19,101.05,3.58,202.03,4.82,90.94,0.16,25.9
2020,6,14,20,101.11,3.49,202.95,4.72,91.06,0.14,25.85
2020,6,14,21,101.15,3.41,203.04,4.62,91.25,0.14,25.76
2020,6,14,22,101.15,3.42,203.82,4.62,91.5,0.17,25.68
2020,6,14,23,101.11,3.51,206.68,4.73,91.69,0.23,25.6
2020,6,15,0,101.04,3.58,209.59,4.78,91.88,0.3,25.51
2020,6,15,1,100.97,3.58,212.06,4.77,92.0,0.31,25.44
2020,6,15,2,100.94,3.53,213.8,4.67,92.06,0.26,25.37
2020,6,15,3,100.94,3.39,213.91,4.45,92.0,0.2,25.33
2020,6,15,4,100.96,3.22,212.92,4.21,91.81,0.18,25.29
2020,6,15,5,101.01,3.05,210.84,3.97,91.75,0.16,25.25
